Geo group,Geo group member,Year,Sex,Age group,GHE Cause,Mean value,Mean lower value,Mean upper value,Mean value [95% CI],Age-standardized rate,Age-standardized rate lower value,Age-standardized rate upper value,Age-standardized rate [95% CI]
Global,Global,2018,Female,65 to 69 years,Lung Cancer,225622.517,133580.798,340531.528,225 623 [133 581 - 340 532],5.164,3.057,7.793,5.16 [3.06 - 7.79]
Global,Global,2018,Female,60 to 64 years,Ischaemic Heart Disease,1716542.435,1134807.43,2216611.836,1 716 542 [1 134 807 - 2 216 612],40.52,26.788,52.324,40.52 [26.79 - 52.32]
Global,Global,2018,Female,60 to 64 years,Stroke,1113191.883,572878.5,1743215.086,1 113 192 [572 879 - 1 743 215],26.278,13.523,41.15,26.28 [13.52 - 41.15]
Global,Global,2018,Female,60 to 64 years,Chronic Obstructive Pulmonary Disease,614023.74,247344.514,1150106.003,614 024 [247 345 - 1 150 106],14.494,5.839,27.149,14.49 [5.84 - 27.15]
Global,Global,2018,Female,60 to 64 years,Acute Lower Respiratory Infections,321530.095,202348.131,456234.115,321 530 [202 348 - 456 234],7.59,4.777,10.77,7.59 [4.78 - 10.77]
Global,Global,2018,Female,60 to 64 years,Lung Cancer,216226.826,127782.994,326775.545,216 227 [127 783 - 326 776],5.104,3.016,7.714,5.10 [3.02 - 7.71]
Global,Global,2018,Female,55 to 59 years,Ischaemic Heart Disease,1376518.515,914279.471,1773641.657,1 376 519 [914 279 - 1 773 642],34.06,22.622,43.886,34.06 [22.62 - 43.89]
Global,Global,2018,Female,55 to 59 years,Stroke,869566.707,446166.682,1364843.034,869 567 [446 167 - 1 364 843],21.516,11.04,33.771,21.52 [11.04 - 33.77]
Global,Global,2018,Female,55 to 59 years,Chronic Obstructive Pulmonary Disease,419211.854,167131.828,789162.76,419 212 [167 132 - 789 163],10.373,4.135,19.526,10.37 [4.14 - 19.53]
Global,Global,2018,Female,55 to 59 years,Acute Lower Respiratory Infections,241553.036,148631.807,346853.802,241 553 [148 632 - 346 854],5.977,3.678,8.582,5.98 [3.68 - 8.58]
Global,Global,2018,Female,55 to 59 years,Lung Cancer,177547.173,104709.671,268760.479,177 547 [104 710 - 268 760],4.393,2.591,6.65,4.39 [2.59 - 6.65]
Global,Global,2018,Female,50 to 54 years,Ischaemic Heart Disease,1098350.609,734211.932,1410255.427,1 098 351 [734 212 - 1 410 255],27.607,18.454,35.446,27.61 [18.45 - 35.45]
Global,Global,2018,Female,50 to 54 years,Stroke,721638.87,371220.065,1130900.294,721 639 [371 220 - 1 130 900],18.138,9.331,28.425,18.14 [9.33 - 28.43]
Global,Global,2018,Female,50 to 54 years,Chronic Obstructive Pulmonary Disease,316258.57,127184.816,591588.804,316 259 [127 185 - 591 589],7.949,3.197,14.869,7.95 [3.20 - 14.87]
Global,Global,2018,Female,50 to 54 years,Acute Lower Respiratory Infections,210956.42,130274.155,302124.416,210 956 [130 274 - 302 124],5.302,3.274,7.594,5.30 [3.27 - 7.59]
Global,Global,2018,Female,50 to 54 years,Lung Cancer,146911.041,87900.597,219647.467,146 911 [87 901 - 219 647],3.693,2.209,5.521,3.69 [2.21 - 5.52]
Global,Global,2018,Female,45 to 49 years,Ischaemic Heart Disease,719243.272,480027.302,924299.621,719 243 [480 027 - 924 300],18.584,12.403,23.882,18.58 [12.40 - 23.88]
Global,Global,2018,Female,45 to 49 years,Stroke,460782.552,235324.526,724576.889,460 783 [235 325 - 724 577],11.906,6.08,18.721,11.91 [6.08 - 18.72]
Global,Global,2018,Female,45 to 49 years,Chronic Obstructive Pulmonary Disease,182374.096,72573.343,342058.269,182 374 [72 573 - 342 058],4.712,1.875,8.838,4.71 [1.88 - 8.84]
Global,Global,2018,Female,45 to 49 years,Acute Lower Respiratory Infections,143906.895,86146.824,209246.815,143 907 [86 147 - 209 247],3.718,2.226,5.407,3.72 [2.23 - 5.41]
Global,Global,2018,Female,45 to 49 years,Lung Cancer,93301.885,55981.808,139085.529,93 302 [55 982 - 139 086],2.411,1.446,3.594,2.41 [1.45 - 3.59]
Global,Global,2018,Female,40 to 44 years,Ischaemic Heart Disease,484252.098,324956.867,620857.331,484 252 [324 957 - 620 857],13.278,8.91,17.024,13.28 [8.91 - 17.02]
Global,Global,2018,Female,40 to 44 years,Stroke,297879.487,151839.872,469722.481,297 879 [151 840 - 469 722],8.168,4.164,12.88,8.17 [4.16 - 12.88]
Global,Global,2018,Female,40 to 44 years,Acute Lower Respiratory Infections,134760.874,80823.215,195616.374,134 761 [80 823 - 195 616],3.695,2.216,5.364,3.70 [2.22 - 5.36]
Global,Global,2018,Female,40 to 44 years,Chronic Obstructive Pulmonary Disease,108470.621,42700.109,204329.849,108 471 [42 700 - 204 330],2.974,1.171,5.603,2.97 [1.17 - 5.60]
Global,Global,2018,Female,40 to 44 years,Lung Cancer,56005.421,33793.695,83081.205,56 005 [33 794 - 83 081],1.536,0.927,2.278,1.54 [0.93 - 2.28]
Global,Global,2018,Female,35 to 39 years,Ischaemic Heart Disease,307404.007,206365.582,394144.604,307 404 [206 366 - 394 145],8.583,5.762,11.005,8.58 [5.76 - 11.01]
Global,Global,2018,Female,35 to 39 years,Stroke,193160.051,97883.468,305783.226,193 160 [97 883 - 305 783],5.393,2.733,8.538,5.39 [2.73 - 8.54]
Global,Global,2018,Female,35 to 39 years,Acute Lower Respiratory Infections,128258.293,76595.958,186513.633,128 258 [76 596 - 186 514],3.581,2.139,5.208,3.58 [2.14 - 5.21]
Global,Global,2018,Female,35 to 39 years,Chronic Obstructive Pulmonary Disease,82286.776,31998.58,155622.085,82 287 [31 999 - 155 622],2.298,0.893,4.345,2.30 [0.89 - 4.35]
Global,Global,2018,Female,35 to 39 years,Lung Cancer,27984.035,16886.565,41488.974,27 984 [16 887 - 41 489],0.781,0.472,1.158,0.78 [0.47 - 1.16]
Global,Global,2018,Female,30 to 34 years,Ischaemic Heart Disease,201769.962,135574.715,258550.095,201 770 [135 575 - 258 550],5.344,3.591,6.848,5.34 [3.59 - 6.85]
Global,Global,2018,Female,30 to 34 years,Stroke,133536.295,67865.924,211056.344,133 536 [67 866 - 211 056],3.537,1.797,5.59,3.54 [1.80 - 5.59]
Global,Global,2018,Female,30 to 34 years,Acute Lower Respiratory Infections,110637.388,64552.628,162221.123,110 637 [64 553 - 162 221],2.93,1.71,4.296,2.93 [1.71 - 4.30]
Global,Global,2018,Female,30 to 34 years,Chronic Obstructive Pulmonary Disease,70552.693,27397.19,133122.784,70 553 [27 397 - 133 123],1.869,0.726,3.526,1.87 [0.73 - 3.53]
Global,Global,2018,Female,30 to 34 years,Lung Cancer,16987.422,10331.485,25037.675,16 987 [10 331 - 25 038],0.45,0.274,0.663,0.45 [0.27 - 0.66]
Global,Global,2018,Female,25 to 29 years,Ischaemic Heart Disease,123908.565,83652.258,158360.368,123 909 [83 652 - 158 360],3.362,2.27,4.297,3.36 [2.27 - 4.30]
Global,Global,2018,Female,25 to 29 years,Acute Lower Respiratory Infections,108923.462,64815.161,158023.607,108 923 [64 815 - 158 024],2.956,1.759,4.288,2.96 [1.76 - 4.29]
Global,Global,2018,Female,25 to 29 years,Stroke,94632.747,48227.226,149470.704,94 633 [48 227 - 149 471],2.568,1.309,4.056,2.57 [1.31 - 4.06]
Global,Global,2018,Female,25 to 29 years,Chronic Obstructive Pulmonary Disease,55485.736,21438.853,104867.67,55 486 [21 439 - 104 868],1.506,0.582,2.845,1.51 [0.58 - 2.85]
Global,Global,2018,Female,25 to 29 years,Lung Cancer,8343.585,5056.986,12326.281,8 344 [5 057 - 12 326],0.226,0.137,0.334,0.23 [0.14 - 0.33]
Global,Global,2018,Female,20 to 24 years,Acute Lower Respiratory Infections,95688.717,57237.368,138538.249,95 689 [57 237 - 138 538],2.741,1.639,3.968,2.74 [1.64 - 3.97]
Global,Global,2018,Female,15 to 19 years,Acute Lower Respiratory Infections,97681.177,58475.116,141226.965,97 681 [58 475 - 141 227],2.839,1.7,4.105,2.84 [1.70 - 4.11]
Global,Global,2018,Female,10 to 14 years,Acute Lower Respiratory Infections,207587.847,121524.233,303386.43,207 588 [121 524 - 303 386],5.887,3.447,8.604,5.89 [3.45 - 8.60]
Global,Global,2018,Female,5 to 9 years,Acute Lower Respiratory Infections,428618.213,247070.588,630394.488,428 618 [247 071 - 630 394],11.743,6.769,17.271,11.74 [6.77 - 17.27]
Global,Global,2018,Female,0 to 4 years,Acute Lower Respiratory Infections,8742061.496,5424573.384,12448046.26,8 742 061 [5 424 573 - 12 448 046],236.491,146.746,336.746,236.49 [146.75 - 336.75]
Global,Global,2018,Male,80 years and over,Ischaemic Heart Disease,3017902.843,1956025.341,3921472.828,3 017 903 [1 956 025 - 3 921 473],87.682,56.83,113.934,87.68 [56.83 - 113.93]
Global,Global,2018,Male,80 years and over,Stroke,1445600.541,735731.425,2258003.272,1 445 601 [735 731 - 2 258 003],42,21.376,65.604,42.00 [21.38 - 65.60]
Global,Global,2018,Male,80 years and over,Chronic Obstructive Pulmonary Disease,1440083.147,564557.214,2726875.76,1 440 083 [564 557 - 2 726 876],41.84,16.403,79.226,41.84 [16.40 - 79.23]
Global,Global,2018,Male,80 years and over,Acute Lower Respiratory Infections,671131.422,396204.57,989916.421,671 131 [396 205 - 989 916],19.499,11.511,28.761,19.50 [11.51 - 28.76]
Global,Global,2018,Male,80 years and over,Lung Cancer,224774.136,132023.886,341651.799,224 774 [132 024 - 341 652],6.531,3.836,9.926,6.53 [3.84 - 9.93]
Global,Global,2018,Male,75 to 79 years,Ischaemic Heart Disease,2113784.57,1378797.88,2743062.16,2 113 785 [1 378 798 - 2 743 062],62.283,40.627,80.825,62.28 [40.63 - 80.83]
Global,Global,2018,Male,75 to 79 years,Stroke,1204466.348,618231.549,1877099.22,1 204 466 [618 232 - 1 877 099],35.49,18.216,55.309,35.49 [18.22 - 55.31]
Global,Global,2018,Male,75 to 79 years,Chronic Obstructive Pulmonary Disease,1058342.892,422505.455,1984157.455,1 058 343 [422 505 - 1 984 157],31.184,12.449,58.464,31.18 [12.45 - 58.46]
Global,Global,2018,Male,75 to 79 years,Acute Lower Respiratory Infections,413093.921,251452.221,596490.173,413 094 [251 452 - 596 490],12.172,7.409,17.576,12.17 [7.41 - 17.58]
Global,Global,2018,Male,75 to 79 years,Lung Cancer,279598.613,165628.901,421967.719,279 599 [165 629 - 421 968],8.238,4.88,12.433,8.24 [4.88 - 12.43]
Global,Global,2018,Male,70 to 74 years,Ischaemic Heart Disease,2557487.584,1672624.015,3314312.394,2 557 488 [1 672 624 - 3 314 312],72.162,47.195,93.516,72.16 [47.20 - 93.52]
Global,Global,2018,Male,70 to 74 years,Stroke,1438062.411,740782.765,2239116.574,1 438 062 [740 783 - 2 239 117],40.576,20.902,63.179,40.58 [20.90 - 63.18]
Global,Global,2018,Male,70 to 74 years,Chronic Obstructive Pulmonary Disease,1189301.413,475687.733,2228286.879,1 189 301 [475 688 - 2 228 287],33.557,13.422,62.873,33.56 [13.42 - 62.87]
Global,Global,2018,Male,70 to 74 years,Acute Lower Respiratory Infections,462805.243,281979.022,667064.003,462 805 [281 979 - 667 064],13.059,7.956,18.822,13.06 [7.96 - 18.82]
Global,Global,2018,Male,70 to 74 years,Lung Cancer,429073.033,254655.496,646492.47,429 073 [254 655 - 646 492],12.107,7.185,18.241,12.11 [7.19 - 18.24]
Global,Global,2018,Male,65 to 69 years,Ischaemic Heart Disease,3185441.527,2086106.198,4129701.074,3 185 442 [2 086 106 - 4 129 701],79.814,52.269,103.473,79.81 [52.27 - 103.47]
Global,Global,2018,Male,65 to 69 years,Stroke,1688279.25,869615.877,2630633.922,1 688 279 [869 616 - 2 630 634],42.301,21.789,65.913,42.30 [21.79 - 65.91]
Global,Global,2018,Male,65 to 69 years,Chronic Obstructive Pulmonary Disease,1171556.656,471579.379,2191031.542,1 171 557 [471 579 - 2 191 032],29.354,11.816,54.898,29.35 [11.82 - 54.90]
Global,Global,2018,Male,65 to 69 years,Lung Cancer,586098.767,349057.918,880250.774,586 099 [349 058 - 880 251],14.685,8.746,22.055,14.69 [8.75 - 22.06]
Global,Global,2018,Male,65 to 69 years,Acute Lower Respiratory Infections,482777.318,294436.338,695396.782,482 777 [294 436 - 695 397],12.096,7.377,17.424,12.10 [7.38 - 17.42]
Global,Global,2018,Male,60 to 64 years,Ischaemic Heart Disease,3303496.915,2168205.055,4279615.509,3 303 497 [2 168 205 - 4 279 616],81.967,53.798,106.186,81.97 [53.80 - 106.19]
Global,Global,2018,Male,60 to 64 years,Stroke,1554841.049,798780.14,2429076.145,1 554 841 [798 780 - 2 429 076],38.579,19.819,60.27,38.58 [19.82 - 60.27]
Global,Global,2018,Male,60 to 64 years,Chronic Obstructive Pulmonary Disease,953552.108,383678.852,1784625.582,953 552 [383 679 - 1 784 626],23.66,9.52,44.28,23.66 [9.52 - 44.28]
Global,Global,2018,Male,60 to 64 years,Lung Cancer,573782.61,341076.577,863081.342,573 783 [341 077 - 863 081],14.237,8.463,21.415,14.24 [8.46 - 21.42]
Global,Global,2018,Male,60 to 64 years,Acute Lower Respiratory Infections,461246.603,278316.678,667859.425,461 247 [278 317 - 667 859],11.444,6.906,16.571,11.44 [6.91 - 16.57]
Global,Global,2018,Male,55 to 59 years,Ischaemic Heart Disease,3111262.792,2055225.061,4018283.196,3 111 263 [2 055 225 - 4 018 283],78.471,51.836,101.348,78.47 [51.84 - 101.35]
Global,Global,2018,Male,55 to 59 years,Stroke,1272477.083,654294.626,1988448.694,1 272 477 [654 295 - 1 988 449],32.094,16.502,50.152,32.09 [16.50 - 50.15]
Global,Global,2018,Male,55 to 59 years,Chronic Obstructive Pulmonary Disease,663624.664,267149.047,1242053.977,663 625 [267 149 - 1 242 054],16.738,6.738,31.327,16.74 [6.74 - 31.33]
Global,Global,2018,Male,55 to 59 years,Lung Cancer,470399.343,279949.286,706894.131,470 399 [279 949 - 706 894],11.864,7.061,17.829,11.86 [7.06 - 17.83]
Global,Global,2018,Male,55 to 59 years,Acute Lower Respiratory Infections,377559.67,223772.842,551860.808,377 560 [223 773 - 551 861],9.523,5.644,13.919,9.52 [5.64 - 13.92]
Global,Global,2018,Male,50 to 54 years,Ischaemic Heart Disease,2517493.193,1670465.862,3243145.334,2 517 493 [1 670 466 - 3 243 145],63.424,42.084,81.705,63.42 [42.08 - 81.71]
Global,Global,2018,Male,50 to 54 years,Stroke,1020301.609,525448.067,1591446.912,1 020 302 [525 448 - 1 591 447],25.705,13.238,40.094,25.71 [13.24 - 40.09]
Global,Global,2018,Male,50 to 54 years,Chronic Obstructive Pulmonary Disease,449260.609,180720.352,839028.896,449 261 [180 720 - 839 029],11.318,4.553,21.138,11.32 [4.55 - 21.14]
Global,Global,2018,Male,50 to 54 years,Lung Cancer,346137.993,207618.26,516514.475,346 138 [207 618 - 516 514],8.72,5.23,13.013,8.72 [5.23 - 13.01]
Global,Global,2018,Male,50 to 54 years,Acute Lower Respiratory Infections,306419.812,179487.919,449902.209,306 420 [179 488 - 449 902],7.72,4.522,11.334,7.72 [4.52 - 11.33]
Global,Global,2018,Male,45 to 49 years,Ischaemic Heart Disease,1861129.962,1239506.813,2393507.346,1 861 130 [1 239 507 - 2 393 507],47.542,31.663,61.142,47.54 [31.66 - 61.14]
Global,Global,2018,Male,45 to 49 years,Stroke,693955.873,356918.389,1082997.819,693 956 [356 918 - 1 082 998],17.727,9.117,27.665,17.73 [9.12 - 27.67]
Global,Global,2018,Male,45 to 49 years,Acute Lower Respiratory Infections,260146.872,150469.223,384265.513,260 147 [150 469 - 384 266],6.645,3.844,9.816,6.65 [3.84 - 9.82]
Global,Global,2018,Male,45 to 49 years,Chronic Obstructive Pulmonary Disease,257708.908,103012.616,482320.333,257 709 [103 013 - 482 320],6.583,2.632,12.321,6.58 [2.63 - 12.32]
Global,Global,2018,Male,45 to 49 years,Lung Cancer,205273.542,123618.294,305179.527,205 274 [123 618 - 305 180],5.244,3.158,7.796,5.24 [3.16 - 7.80]
Global,Global,2018,Male,40 to 44 years,Ischaemic Heart Disease,1255863.473,838568.251,1613537.315,1 255 863 [838 568 - 1 613 537],33.728,22.521,43.333,33.73 [22.52 - 43.33]
Global,Global,2018,Male,40 to 44 years,Stroke,469802.531,240987.106,734626.372,469 803 [240 987 - 734 626],12.617,6.472,19.729,12.62 [6.47 - 19.73]
Global,Global,2018,Male,40 to 44 years,Acute Lower Respiratory Infections,213098.228,122846.351,315363.773,213 098 [122 846 - 315 364],5.723,3.299,8.469,5.72 [3.30 - 8.47]
Global,Global,2018,Male,40 to 44 years,Chronic Obstructive Pulmonary Disease,145397.358,57652.353,272711.459,145 397 [57 652 - 272 711],3.905,1.548,7.324,3.91 [1.55 - 7.32]
Global,Global,2018,Male,40 to 44 years,Lung Cancer,98534.489,59515.67,146033.807,98 534 [59 516 - 146 034],2.646,1.598,3.922,2.65 [1.60 - 3.92]
Global,Global,2018,Male,35 to 39 years,Ischaemic Heart Disease,844922.515,566107.123,1083814.394,844 923 [566 107 - 1 083 814],22.937,15.368,29.423,22.94 [15.37 - 29.42]
Global,Global,2018,Male,35 to 39 years,Stroke,299942.614,154335.751,469206.377,299 943 [154 336 - 469 206],8.143,4.19,12.738,8.14 [4.19 - 12.74]
Global,Global,2018,Male,35 to 39 years,Acute Lower Respiratory Infections,190190.604,110771.581,280012.681,190 191 [110 772 - 280 013],5.163,3.007,7.602,5.16 [3.01 - 7.60]
Global,Global,2018,Male,35 to 39 years,Chronic Obstructive Pulmonary Disease,97507.819,38445.284,183530.607,97 508 [38 445 - 183 531],2.647,1.044,4.982,2.65 [1.04 - 4.98]
Global,Global,2018,Male,35 to 39 years,Lung Cancer,46323.449,28108.442,68385.758,46 323 [28 108 - 68 386],1.258,0.763,1.856,1.26 [0.76 - 1.86]
Global,Global,2018,Male,30 to 34 years,Ischaemic Heart Disease,550524.835,370264.312,704660.874,550 525 [370 264 - 704 661],14.028,9.435,17.956,14.03 [9.44 - 17.96]
Global,Global,2018,Male,30 to 34 years,Stroke,209739.662,108196.795,327501.679,209 740 [108 197 - 327 502],5.345,2.757,8.345,5.35 [2.76 - 8.35]
Global,Global,2018,Male,30 to 34 years,Acute Lower Respiratory Infections,162449.889,94778.551,238265.233,162 450 [94 779 - 238 265],4.14,2.415,6.072,4.14 [2.42 - 6.07]
Global,Global,2018,Male,30 to 34 years,Chronic Obstructive Pulmonary Disease,78444.259,30629.444,147831.449,78 444 [30 629 - 147 831],1.999,0.78,3.767,2.00 [0.78 - 3.77]
Global,Global,2018,Male,30 to 34 years,Lung Cancer,28391.515,17337.516,41701.045,28 392 [17 338 - 41 701],0.724,0.442,1.063,0.72 [0.44 - 1.06]
Global,Global,2018,Male,25 to 29 years,Ischaemic Heart Disease,287623.456,193498.317,367985.974,287 623 [193 498 - 367 986],7.4,4.979,9.468,7.40 [4.98 - 9.47]
Global,Global,2018,Male,25 to 29 years,Acute Lower Respiratory Infections,144032.317,84315.905,210649.901,144 032 [84 316 - 210 650],3.706,2.169,5.42,3.71 [2.17 - 5.42]
Global,Global,2018,Male,25 to 29 years,Stroke,134681.55,69209.031,211210.045,134 682 [69 209 - 211 210],3.465,1.781,5.434,3.47 [1.78 - 5.43]
Global,Global,2018,Male,25 to 29 years,Chronic Obstructive Pulmonary Disease,59253.695,23077.88,111687.325,59 254 [23 078 - 111 687],1.525,0.594,2.874,1.53 [0.59 - 2.87]
Global,Global,2018,Male,25 to 29 years,Lung Cancer,13927.836,8477.588,20507.346,13 928 [8 478 - 20 507],0.358,0.218,0.528,0.36 [0.22 - 0.53]
Global,Global,2018,Male,20 to 24 years,Acute Lower Respiratory Infections,126285.811,74264.925,184198.275,126 286 [74 265 - 184 198],3.396,1.997,4.953,3.40 [2.00 - 4.95]
Global,Global,2018,Male,15 to 19 years,Acute Lower Respiratory Infections,120943.098,72031.431,175288.127,120 943 [72 031 - 175 288],3.284,1.956,4.76,3.28 [1.96 - 4.76]
Global,Global,2018,Male,10 to 14 years,Acute Lower Respiratory Infections,225090.396,130686.378,330303.571,225 090 [130 686 - 330 304],5.959,3.459,8.744,5.96 [3.46 - 8.74]
Global,Global,2018,Male,5 to 9 years,Acute Lower Respiratory Infections,375921.283,217375.099,552317.142,375 921 [217 375 - 552 317],9.642,5.575,14.166,9.64 [5.58 - 14.17]
Global,Global,2018,Male,0 to 4 years,Acute Lower Respiratory Infections,10543035.84,6455922.351,15106678.02,10 543 036 [6 455 922 - 15 106 678],267.775,163.969,383.683,267.78 [163.97 - 383.68]
Global,Global,2017,Female,80 years and over,Ischaemic Heart Disease,3719372.1,2376428.946,4875997.301,3 719 372 [2 376 429 - 4 875 997],69.893,44.657,91.628,69.89 [44.66 - 91.63]
Global,Global,2017,Female,80 years and over,Stroke,1888281.822,937250.824,3003084.366,1 888 282 [937 251 - 3 003 084],35.484,17.612,56.433,35.48 [17.61 - 56.43]
Global,Global,2017,Female,80 years and over,Chronic Obstructive Pulmonary Disease,1353790.984,529817.576,2562196.586,1 353 791 [529 818 - 2 562 197],25.44,9.956,48.148,25.44 [9.96 - 48.15]
Global,Global,2017,Female,80 years and over,Acute Lower Respiratory Infections,733598.468,426543.066,1091048.604,733 598 [426 543 - 1 091 049],13.786,8.015,20.503,13.79 [8.02 - 20.50]
Global,Global,2017,Female,80 years and over,Lung Cancer,129699.82,77201.482,195743.735,129 700 [77 201 - 195 744],2.437,1.451,3.678,2.44 [1.45 - 3.68]
Global,Global,2017,Female,75 to 79 years,Ischaemic Heart Disease,1907979.733,1235309.218,2491807.252,1 907 980 [1 235 309 - 2 491 807],44.743,28.968,58.434,44.74 [28.97 - 58.43]
Global,Global,2017,Female,75 to 79 years,Stroke,1219645.27,616201.887,1925147.955,1 219 645 [616 202 - 1 925 148],28.601,14.45,45.145,28.60 [14.45 - 45.15]
Global,Global,2017,Female,75 to 79 years,Chronic Obstructive Pulmonary Disease,790925.15,315396.273,1480174.494,790 925 [315 396 - 1 480 174],18.548,7.396,34.711,18.55 [7.40 - 34.71]
Global,Global,2017,Female,75 to 79 years,Acute Lower Respiratory Infections,353392.772,217910.12,507119.742,353 393 [217 910 - 507 120],8.287,5.11,11.892,8.29 [5.11 - 11.89]
